How old are you?,What gender do you identify as?,Does your gender identity align with your sex assigned at birth?,What species is your primary character?,Where in the world are you located?,What religion do you identify with?,"If we cannot observe something, it may as well not exist.","There is/are no God, gods, or deities.","There is no such thing as truth, only opinions.",Morality is a social construct.,"Sometimes, it is better for individuals to have rights taken away, in order to protect others within a society.","When in Rome, do as the Romans do.",People require a national identity to understand themselves.,The only things we can be said to know are things we have experienced.,Science is the surest path to knowledge.,Some races require different treatment than others.,It is impossible for us to know if other beings are self-aware.,"Without a belief in God, any action becomes permissible.","It is better to hold false but comforting beliefs, than to know something disturbing.",The ends can justify the means.,"Everything has a scientific, naturalistic explanation.","There is an objective reality, which exists independently from us.",The most important goal of life is to become happy.,"People posses free will, and are able to make choices as individual agents.","Certain things, such as racism, sexism, and homophobia, are always wrong, regardless of context.",The media positively contributes to liberal democracy.,We posses no knowledge at birth.,Our perceptions accurately represent reality.,Free market economics is the best way to distribute wealth.,Different societies ought to keep to themselves.
23,male,cisgender,othermustelid,fl-us,agnostic,neutral,neutral,strongly_agree,disagree,agree,neutral,slightly_agree,disagree,slightly_disagree,neutral,disagree,neutral,dont_know,slightly_agree,disagree,agree,slightly_agree,agree,agree,neutral,dont_know,disagree,strongly_disagree,disagree
21,male,cisgender,wolf,oh,christian_catholic,strongly_disagree,strongly_disagree,slightly_disagree,agree,disagree,dont_know,agree,disagree,strongly_disagree,strongly_disagree,strongly_agree,disagree,strongly_disagree,neutral,disagree,agree,agree,strongly_agree,strongly_agree,disagree,disagree,strongly_disagree,neutral,disagree
23,male,cisgender,othermustelid,fl-us,agnostic,strongly_disagree,dont_know,disagree,disagree,agree,neutral,slightly_agree,disagree,disagree,slightly_agree,disagree,dont_know,disagree,neutral,disagree,strongly_agree,slightly_agree,agree,agree,dont_know,dont_know,disagree,strongly_disagree,disagree
27,male,cisgender,leopard,ma-us,agnostic,slightly_disagree,slightly_agree,neutral,agree,neutral,agree,slightly_disagree,slightly_agree,agree,disagree,slightly_agree,neutral,neutral,agree,neutral,slightly_disagree,agree,slightly_agree,agree,neutral,slightly_agree,neutral,neutral,slightly_disagree
22,male,cisgender,coyote,wa-us,atheist,strongly_disagree,dont_know,disagree,disagree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,agree,dont_know,slightly_agree,strongly_disagree,strongly_disagree,dont_know,strongly_agree,strongly_agree,slightly_agree,agree,agree,strongly_disagree,slightly_disagree,disagree,strongly_disagree,neutral
19,male,cisgender,otherreptile,md-us,buddhist,disagree,agree,strongly_disagree,disagree,slightly_agree,disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,disagree,slightly_disagree,neutral,slightly_agree,strongly_agree,slightly_agree,disagree,slightly_agree,slightly_disagree,strongly_disagree
27,female,cisgender,otherfeline,fl-us,agnostic,strongly_disagree,neutral,strongly_disagree,slightly_agree,neutral,neutral,disagree,slightly_disagree,slightly_agree,slightly_agree,disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,agree,slightly_disagree,agree,slightly_disagree,neutral,disagree,strongly_disagree,neutral,strongly_disagree
33,female,transgender,jackal,wa-us,atheist,strongly_disagree,agree,strongly_disagree,slightly_disagree,agree,neutral,strongly_disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,neutral,strongly_agree,agree,slightly_agree,agree,strongly_agree,slightly_agree,agree,disagree,strongly_disagree,disagree
32,somewhat_female,transgender,dragon,ca-us,agnostic,disagree,dont_know,neutral,slightly_agree,slightly_agree,slightly_disagree,strongly_disagree,agree,neutral,slightly_agree,slightly_agree,strongly_disagree,disagree,slightly_agree,slightly_agree,dont_know,slightly_agree,slightly_agree,strongly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree
17,male,cisgender,wolf,gb,atheist,agree,strongly_agree,disagree,strongly_agree,slightly_agree,disagree,strongly_disagree,disagree,strongly_agree,strongly_disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_agree,strongly_agree,agree,strongly_agree,neutral,agree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree
18,female,transgender,anthro,oh-us,agnostic,dont_know,dont_know,strongly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,dont_know,strongly_agree,neutral,strongly_agree,disagree,strongly_agree,disagree,neutral,strongly_disagree
33,somewhat_male,cisgender,coyote,ar-us,agnostic,strongly_disagree,agree,strongly_disagree,slightly_agree,agree,slightly_disagree,strongly_disagree,neutral,slightly_agree,strongly_disagree,neutral,strongly_disagree,disagree,slightly_agree,agree,dont_know,dont_know,agree,strongly_agree,dont_know,agree,dont_know,strongly_disagree,strongly_disagree
28,somewhat_male,complicated,anthro,ph,christian_catholic,strongly_disagree,slightly_disagree,slightly_agree,disagree,slightly_disagree,agree,strongly_disagree,agree,neutral,neutral,slightly_agree,strongly_disagree,disagree,strongly_disagree,slightly_agree,disagree,strongly_agree,agree,agree,slightly_agree,strongly_agree,disagree,disagree,neutral
35,male,cisgender,deer,it,agnostic,agree,agree,disagree,agree,neutral,slightly_agree,disagree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,disagree,agree,strongly_agree,strongly_agree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree,disagree,strongly_disagree,neutral
30,male,cisgender,snowleopard,gb,atheist,disagree,strongly_agree,agree,neutral,agree,disagree,strongly_disagree,slightly_disagree,agree,neutral,disagree,strongly_disagree,disagree,neutral,agree,neutral,agree,agree,agree,slightly_disagree,disagree,slightly_disagree,neutral,strongly_disagree
15,male,transgender,wolf,nv-us,christian_catholic,slightly_disagree,strongly_disagree,disagree,dont_know,disagree,dont_know,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_disagree,disagree,dont_know,strongly_disagree,dont_know,neutral,strongly_agree,strongly_agree,dont_know,strongly_disagree,dont_know,dont_know,disagree
38,female,cisgender,husky,gb,atheist,agree,agree,disagree,agree,slightly_agree,neutral,slightly_agree,agree,slightly_disagree,disagree,agree,disagree,disagree,slightly_agree,agree,agree,agree,agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,disagree
44,male,cisgender,wolf,ca,agnostic,slightly_agree,dont_know,disagree,agree,agree,slightly_disagree,disagree,disagree,disagree,disagree,disagree,strongly_disagree,disagree,disagree,slightly_agree,agree,dont_know,agree,agree,disagree,slightly_disagree,disagree,disagree,disagree
42,male,cisgender,rat,ma-us,christian_protestant,disagree,strongly_disagree,disagree,agree,slightly_agree,slightly_disagree,disagree,slightly_disagree,agree,neutral,disagree,disagree,slightly_disagree,neutral,slightly_agree,slightly_disagree,agree,agree,agree,neutral,agree,agree,slightly_disagree,disagree
22,male,cisgender,anthro,ny-us,atheist,disagree,agree,strongly_disagree,disagree,slightly_disagree,agree,disagree,agree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,neutral,agree,disagree,agree,strongly_agree,disagree,agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree
55,male,cisgender,otherbear,or-us,christian_protestant,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,disagree,slightly_agree,strongly_disagree,disagree,disagree,strongly_disagree,strongly_agree,slightly_disagree
28,male,cisgender,,nl,atheist,disagree,slightly_agree,disagree,strongly_agree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,agree,agree,slightly_agree,disagree,neutral,agree,dont_know,slightly_disagree,disagree,slightly_agree,disagree
36,none,complicated,polymorphic,wa-us,other,slightly_disagree,disagree,slightly_agree,agree,disagree,neutral,disagree,slightly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_disagree,neutral,agree,slightly_agree,neutral,slightly_agree,slightly_disagree,neutral,slightly_disagree
18,mostly_male,cisgender,jackal,fl-us,christian_catholic,neutral,slightly_disagree,disagree,slightly_agree,slightly_disagree,slightly_disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,slightly_agree,slightly_agree,slightly_agree,agree,strongly_agree,agree,disagree,slightly_disagree,disagree,disagree,slightly_disagree
18,male,cisgender,wolf,wa-us,atheist,slightly_disagree,strongly_agree,strongly_disagree,agree,slightly_disagree,slightly_agree,disagree,disagree,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,neutral,agree,strongly_agree,strongly_agree,disagree,slightly_agree,slightly_disagree,disagree,disagree
19,male,cisgender,redpanda,md-us,christian_protestant,disagree,disagree,disagree,slightly_disagree,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_disagree,disagree,slightly_agree,strongly_disagree,neutral,slightly_disagree,disagree,dont_know,slightly_agree,agree,neutral,dont_know,agree,slightly_disagree,dont_know,disagree
28,male,cisgender,anthro,il,atheist,strongly_disagree,strongly_agree,disagree,neutral,slightly_agree,disagree,disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,dont_know,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,dont_know,slightly_disagree,neutral,disagree
30,male,cisgender,wolf,it,atheist,neutral,neutral,strongly_disagree,slightly_disagree,slightly_disagree,agree,slightly_disagree,slightly_disagree,strongly_agree,disagree,disagree,strongly_disagree,disagree,agree,strongly_agree,agree,agree,agree,strongly_agree,neutral,slightly_disagree,slightly_agree,disagree,disagree
21,male,cisgender,greyfox,oh-us,christian_catholic,strongly_disagree,disagree,strongly_disagree,slightly_disagree,disagree,agree,disagree,slightly_agree,disagree,disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,disagree,dont_know,slightly_agree,strongly_agree,strongly_agree,strongly_disagree,neutral,slightly_agree,slightly_disagree,strongly_disagree
28,male,cisgender,horse,ca-us,christian_protestant,slightly_disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_disagree,strongly_disagree,neutral,slightly_disagree,neutral,slightly_disagree,disagree,agree,slightly_agree,slightly_agree,agree,slightly_agree,neutral,slightly_disagree,disagree,disagree
42,male,cisgender,otherfeline,gb,agnostic,disagree,neutral,slightly_disagree,agree,slightly_agree,slightly_disagree,disagree,disagree,slightly_agree,disagree,disagree,strongly_disagree,strongly_disagree,disagree,neutral,slightly_agree,neutral,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,strongly_disagree,strongly_disagree
26,male,cisgender,collie,ga-us,atheist,disagree,agree,strongly_disagree,strongly_agree,slightly_agree,disagree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,neutral,strongly_agree,strongly_agree,slightly_disagree,slightly_disagree,neutral,disagree,strongly_disagree
34,male,cisgender,rabbit,pa-us,atheist,disagree,strongly_agree,strongly_disagree,agree,disagree,agree,disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,agree,strongly_disagree,slightly_disagree,disagree,strongly_agree,slightly_disagree
22,male,cisgender,raptor,or-us,atheist,agree,agree,slightly_disagree,slightly_agree,agree,dont_know,dont_know,agree,agree,slightly_disagree,slightly_disagree,disagree,disagree,disagree,slightly_agree,dont_know,strongly_agree,agree,agree,slightly_disagree,slightly_agree,disagree,disagree,disagree
17,female,cisgender,otherbird,,christian_other,strongly_disagree,disagree,disagree,dont_know,slightly_agree,slightly_disagree,slightly_disagree,agree,disagree,neutral,slightly_agree,disagree,disagree,neutral,disagree,dont_know,slightly_agree,agree,neutral,dont_know,disagree,dont_know,dont_know,neutral
28,male,cisgender,kitsune,ca-us,christian_catholic,slightly_disagree,slightly_disagree,slightly_disagree,slightly_agree,slightly_agree,neutral,slightly_disagree,agree,slightly_agree,disagree,slightly_disagree,strongly_disagree,disagree,disagree,neutral,slightly_disagree,slightly_agree,agree,strongly_agree,neutral,slightly_disagree,disagree,neutral,disagree
26,male,cisgender,wolf,cz,agnostic,disagree,neutral,slightly_disagree,slightly_agree,agree,agree,disagree,slightly_agree,neutral,disagree,disagree,strongly_disagree,slightly_disagree,slightly_agree,neutral,dont_know,agree,agree,agree,disagree,dont_know,strongly_disagree,dont_know,neutral
24,male,cisgender,redfox,oh-us,christian_protestant,neutral,strongly_disagree,disagree,disagree,agree,strongly_agree,disagree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,disagree,slightly_agree,disagree,dont_know,strongly_agree,strongly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,disagree,strongly_disagree
18,male,cisgender,wolf,wa-us,christian_other,strongly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,neutral,strongly_disagree,dont_know,slightly_disagree,strongly_agree,slightly_agree,strongly_disagree,slightly_disagree,slightly_agree,neutral,slightly_disagree
14,mostly_male,cisgender,otherreptile,ma-us,jewish,disagree,disagree,agree,strongly_agree,neutral,agree,slightly_disagree,disagree,slightly_agree,neutral,disagree,disagree,slightly_agree,neutral,disagree,slightly_agree,slightly_agree,slightly_agree,strongly_disagree,slightly_disagree,strongly_disagree,slightly_disagree,disagree,slightly_agree
24,male,cisgender,squirrel,in-us,other,strongly_disagree,disagree,neutral,agree,slightly_agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_disagree,neutral,disagree,slightly_agree,slightly_agree,disagree,slightly_disagree,slightly_disagree,slightly_disagree,neutral,disagree,dont_know,disagree,disagree,strongly_disagree
26,female,cisgender,,co-us,agnostic,slightly_agree,neutral,disagree,slightly_agree,agree,agree,disagree,neutral,agree,disagree,slightly_disagree,strongly_disagree,disagree,neutral,neutral,agree,agree,agree,slightly_agree,slightly_agree,agree,slightly_disagree,strongly_disagree,disagree
19,mostly_male,cisgender,greyfox,wi-us,atheist,agree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,neutral,strongly_disagree,agree,strongly_agree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,disagree,disagree,strongly_disagree
26,male,cisgender,otherdog,kr,atheist,strongly_agree,strongly_agree,disagree,slightly_agree,neutral,slightly_agree,disagree,slightly_agree,strongly_agree,slightly_disagree,slightly_agree,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,agree,neutral,slightly_disagree,slightly_disagree,neutral,strongly_agree,disagree,agree,disagree
28,male,cisgender,othercanine,at,atheist,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_agree,disagree,agree,neutral,disagree,disagree,strongly_agree,strongly_agree,neutral,strongly_disagree,agree,agree,strongly_agree,disagree,disagree,neutral
17,male,cisgender,snowleopard,ca,atheist,strongly_agree,strongly_agree,disagree,strongly_agree,agree,slightly_agree,neutral,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,dont_know,strongly_agree,strongly_agree,strongly_agree,agree,disagree,disagree,slightly_agree,strongly_disagree
22,male,cisgender,cougar,ct-us,atheist,strongly_agree,agree,neutral,agree,agree,agree,neutral,slightly_disagree,neutral,strongly_disagree,disagree,strongly_disagree,strongly_disagree,strongly_agree,agree,strongly_disagree,agree,slightly_agree,disagree,slightly_agree,slightly_disagree,neutral,neutral,disagree
50,male,cisgender,wolf,il-us,pagan,slightly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,slightly_disagree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,strongly_agree,slightly_agree,neutral,strongly_disagree,slightly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_disagree,strongly_agree,strongly_disagree,neutral,strongly_disagree
26,male,cisgender,otherbird,ca,atheist,disagree,agree,disagree,agree,slightly_disagree,slightly_agree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_agree,strongly_agree,strongly_agree,slightly_agree,neutral,agree,neutral,neutral,disagree,strongly_disagree,strongly_disagree
26,male,cisgender,domesticcat,ch,pagan,strongly_disagree,neutral,disagree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,agree,slightly_disagree,disagree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_agree,strongly_agree,agree,neutral,slightly_agree,neutral,slightly_agree,disagree,disagree,slightly_agree
22,somewhat_male,cisgender,lizard,ie,atheist,disagree,neutral,disagree,agree,slightly_agree,disagree,strongly_disagree,disagree,slightly_disagree,slightly_agree,strongly_agree,strongly_disagree,neutral,neutral,slightly_disagree,strongly_disagree,slightly_agree,slightly_disagree,agree,agree,dont_know,neutral,disagree,slightly_disagree
27,,cisgender,arcticfox,ca,christian_catholic,strongly_agree,slightly_disagree,disagree,agree,slightly_agree,disagree,disagree,neutral,slightly_agree,strongly_disagree,slightly_disagree,disagree,disagree,slightly_agree,agree,slightly_agree,slightly_agree,slightly_agree,slightly_disagree,neutral,slightly_agree,slightly_agree,slightly_disagree,disagree
16,male,cisgender,husky,az-us,christian_catholic,disagree,strongly_disagree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree,agree,slightly_agree,slightly_disagree,strongly_agree,neutral,neutral,dont_know,slightly_agree,agree,slightly_disagree,agree,agree,strongly_agree,slightly_agree,agree,slightly_agree,dont_know
17,male,transgender,coyote,ct,atheist,slightly_agree,agree,disagree,agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,strongly_disagree,disagree,disagree,slightly_agree,slightly_disagree,slightly_agree,dont_know,slightly_agree,agree,agree,slightly_agree,agree,neutral,slightly_disagree,slightly_disagree
16,male,cisgender,rabbit,ok-us,atheist,neutral,neutral,strongly_disagree,strongly_agree,neutral,agree,disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,neutral,disagree,agree,strongly_agree,neutral,agree,neutral,slightly_disagree,disagree
32,male,cisgender,fennec,ga-us,christian_protestant,disagree,strongly_disagree,disagree,slightly_disagree,disagree,disagree,slightly_disagree,neutral,agree,strongly_disagree,slightly_agree,disagree,slightly_disagree,disagree,slightly_agree,neutral,slightly_agree,strongly_agree,strongly_agree,neutral,agree,slightly_agree,agree,disagree
26,male,cisgender,otherbear,br,agnostic,disagree,dont_know,agree,strongly_agree,slightly_disagree,slightly_agree,disagree,disagree,agree,strongly_disagree,disagree,strongly_disagree,disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,disagree,strongly_agree,slightly_agree,slightly_disagree,strongly_disagree,strongly_disagree,disagree
32,somewhat_male,complicated,polymorphic,de,atheist,agree,strongly_agree,agree,agree,slightly_agree,slightly_agree,slightly_disagree,slightly_agree,agree,disagree,slightly_disagree,strongly_disagree,disagree,slightly_agree,strongly_agree,strongly_agree,agree,agree,strongly_agree,slightly_agree,dont_know,disagree,strongly_disagree,strongly_disagree
24,somewhat_female,transgender,dragon,md-us,atheist,strongly_disagree,agree,strongly_disagree,slightly_disagree,neutral,dont_know,dont_know,slightly_agree,agree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,slightly_agree,slightly_agree,dont_know,agree,agree,strongly_agree,neutral,disagree,dont_know,neutral,disagree
33,both,cisgender,coyote,ru,atheist,disagree,slightly_disagree,slightly_disagree,agree,disagree,slightly_agree,neutral,disagree,agree,disagree,neutral,disagree,disagree,slightly_agree,agree,strongly_agree,slightly_disagree,agree,agree,disagree,disagree,strongly_disagree,slightly_disagree,disagree
23,somewhat_male,transgender,kitsune,ca,Shinto,strongly_disagree,strongly_agree,strongly_disagree,strongly_agree,slightly_agree,strongly_disagree,strongly_disagree,neutral,strongly_agree,neutral,slightly_agree,strongly_disagree,strongly_disagree,neutral,disagree,slightly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,neutral,strongly_disagree
17,male,cisgender,lizard,sg,atheist,slightly_disagree,agree,neutral,dont_know,disagree,slightly_disagree,disagree,agree,agree,slightly_disagree,slightly_agree,strongly_disagree,agree,disagree,slightly_agree,strongly_agree,strongly_agree,agree,neutral,dont_know,disagree,neutral,dont_know,slightly_disagree
23,mostly_male,cisgender,otherungulate,wa-us,christian_other,slightly_agree,disagree,slightly_disagree,agree,slightly_disagree,neutral,disagree,slightly_agree,neutral,slightly_agree,disagree,strongly_disagree,disagree,slightly_agree,slightly_disagree,agree,slightly_agree,agree,agree,disagree,slightly_agree,disagree,slightly_agree,disagree
16,male,cisgender,redfox,hr,agnostic,slightly_disagree,dont_know,agree,slightly_agree,slightly_disagree,agree,dont_know,slightly_agree,agree,strongly_disagree,slightly_agree,neutral,slightly_disagree,disagree,agree,agree,agree,agree,agree,neutral,slightly_agree,dont_know,dont_know,disagree
47,male,cisgender,bat,wa-us,other,agree,agree,agree,strongly_agree,slightly_agree,neutral,slightly_agree,slightly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,agree,agree,agree,slightly_agree,neutral,slightly_agree,slightly_disagree,agree,disagree,strongly_disagree,disagree
19,male,transgender,hyaena,co-us,atheist,strongly_disagree,agree,strongly_disagree,slightly_agree,strongly_disagree,disagree,disagree,slightly_agree,strongly_agree,agree,neutral,strongly_disagree,disagree,neutral,strongly_agree,neutral,slightly_agree,strongly_agree,strongly_agree,disagree,dont_know,dont_know,strongly_disagree,strongly_disagree
16,male,cisgender,otherfox,ri-us,atheist,strongly_disagree,strongly_agree,neutral,strongly_agree,strongly_disagree,slightly_agree,strongly_disagree,agree,strongly_agree,neutral,dont_know,agree,strongly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_disagree,agree,slightly_disagree,slightly_agree,neutral
17,male,cisgender,coyote,ma-us,atheist,agree,strongly_agree,slightly_disagree,agree,slightly_agree,slightly_disagree,disagree,disagree,strongly_agree,disagree,agree,strongly_disagree,disagree,slightly_agree,strongly_agree,dont_know,slightly_agree,slightly_disagree,slightly_agree,agree,slightly_disagree,slightly_disagree,disagree,strongly_disagree
24,male,cisgender,lizard,ga-us,agnostic,slightly_agree,neutral,disagree,slightly_agree,disagree,slightly_agree,slightly_agree,agree,strongly_agree,strongly_disagree,agree,disagree,disagree,slightly_agree,agree,dont_know,disagree,strongly_agree,strongly_agree,dont_know,agree,agree,dont_know,disagree
18,male,cisgender,otherungulate,tx-us,agnostic,slightly_agree,dont_know,neutral,slightly_agree,strongly_disagree,disagree,strongly_disagree,slightly_disagree,neutral,disagree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_agree,dont_know,neutral,slightly_agree,slightly_agree,strongly_disagree,disagree,disagree,strongly_agree,neutral
17,mostly_male,cisgender,husky,tn-us,atheist,slightly_disagree,agree,neutral,agree,slightly_disagree,slightly_agree,strongly_disagree,slightly_disagree,neutral,strongly_disagree,slightly_agree,strongly_disagree,strongly_disagree,neutral,neutral,dont_know,slightly_agree,strongly_agree,agree,slightly_disagree,disagree,slightly_disagree,slightly_disagree,strongly_disagree
15,male,cisgender,wolf,ca-us,atheist,slightly_agree,strongly_agree,neutral,strongly_disagree,neutral,slightly_disagree,agree,slightly_agree,agree,strongly_disagree,disagree,strongly_disagree,neutral,slightly_agree,neutral,slightly_agree,strongly_agree,slightly_agree,slightly_disagree,neutral,slightly_disagree,slightly_agree,slightly_agree,disagree
24,none,complicated,domesticcat,pa-um,other,strongly_disagree,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,neutral,dont_know,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,disagree,strongly_agree,dont_know,strongly_agree,strongly_agree,dont_know,neutral,slightly_agree,neutral,disagree
21,male,cisgender,wolf,ut-us,other,disagree,neutral,strongly_disagree,agree,strongly_disagree,slightly_agree,disagree,disagree,strongly_agree,strongly_disagree,agree,strongly_disagree,disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,slightly_agree,dont_know,disagree,strongly_agree,strongly_disagree
18,somewhat_male,cisgender,redfox,gb,atheist,disagree,agree,strongly_agree,strongly_agree,disagree,agree,disagree,disagree,strongly_agree,strongly_disagree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,strongly_agree,neutral,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree
18,male,cisgender,redfox,il-us,christian_catholic,disagree,neutral,slightly_agree,agree,slightly_agree,agree,slightly_disagree,agree,slightly_agree,slightly_agree,disagree,neutral,disagree,slightly_agree,slightly_agree,neutral,agree,agree,slightly_agree,neutral,neutral,slightly_disagree,slightly_agree,slightly_disagree
25,male,cisgender,redfox,la-us,agnostic,disagree,dont_know,strongly_disagree,disagree,slightly_agree,slightly_agree,disagree,agree,agree,disagree,agree,strongly_disagree,strongly_disagree,slightly_agree,agree,strongly_agree,strongly_disagree,agree,agree,disagree,strongly_agree,agree,strongly_agree,disagree
23,male,cisgender,cougar,ny-us,agnostic,slightly_agree,agree,slightly_agree,agree,disagree,slightly_disagree,strongly_disagree,disagree,slightly_agree,strongly_disagree,agree,strongly_disagree,disagree,disagree,agree,agree,agree,slightly_disagree,agree,neutral,agree,slightly_disagree,slightly_disagree,disagree
15,male,cisgender,husky,ca-us,christian_other,disagree,neutral,disagree,disagree,agree,slightly_agree,slightly_agree,slightly_agree,strongly_agree,slightly_disagree,strongly_agree,neutral,strongly_disagree,agree,agree,agree,strongly_agree,agree,strongly_agree,slightly_disagree,neutral,disagree,neutral,slightly_disagree
33,male,cisgender,wolf,gb,atheist,agree,strongly_agree,disagree,strongly_agree,agree,strongly_disagree,strongly_disagree,strongly_disagree,strongly_agree,strongly_disagree,disagree,strongly_disagree,strongly_disagree,disagree,strongly_agree,strongly_agree,agree,neutral,strongly_agree,slightly_agree,slightly_disagree,slightly_disagree,disagree,strongly_disagree
16,male,cisgender,redfox,gb,atheist,strongly_disagree,slightly_agree,strongly_disagree,disagree,agree,agree,strongly_disagree,slightly_agree,agree,strongly_disagree,disagree,disagree,disagree,disagree,disagree,agree,disagree,agree,disagree,agree,strongly_agree,disagree,agree,strongly_disagree
24,male,cisgender,leopard,fr,atheist,agree,agree,slightly_disagree,slightly_agree,agree,slightly_agree,slightly_disagree,neutral,strongly_agree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,slightly_agree,strongly_agree,agree,strongly_agree,agree,strongly_agree,slightly_disagree,slightly_agree,slightly_disagree,neutral,disagree
30,male,cisgender,lion,ca,muslim,strongly_disagree,strongly_disagree,strongly_disagree,strongly_disagree,neutral,disagree,strongly_disagree,strongly_disagree,agree,strongly_disagree,strongly_disagree,slightly_disagree,strongly_disagree,strongly_disagree,neutral,strongly_disagree,strongly_disagree,strongly_agree,agree,slightly_agree,slightly_agree,strongly_disagree,strongly_disagree,strongly_disagree
19,female,cisgender,tiger,wi-us,atheist,agree,agree,neutral,slightly_agree,neutral,dont_know,slightly_agree,slightly_disagree,strongly_agree,dont_know,strongly_agree,strongly_disagree,slightly_disagree,slightly_disagree,strongly_agree,agree,strongly_agree,agree,strongly_agree,neutral,agree,neutral,dont_know,strongly_agree
